stationNaptan,stationName,stopType,lat,lon,line,wifi,zone,address
940GZZLUBKH,Buckhurst Hill Underground Station,NaptanMetroStation,51.626612,0.046767,central,yes,5,"Buckhurst Hill Station,London Underground Ltd.,Victoria Rd,Buckhurst Hill,Essex,IG9 5ET"
940GZZLUBLG,Bethnal Green Underground Station,NaptanMetroStation,51.527227,-0.0555,central,yes,2,"Bethnal Green Underground Station,London Underground Ltd.,Cambridge Heath Rd,London,E2 0ET"
940GZZLUBND,Bond Street Underground Station,NaptanMetroStation,51.514309,-0.149719,central,no,1,"Bond Street Station,London Underground Ltd.,Oxford St,London,W1R 1FE"
940GZZLUBNK,Bank Underground Station,NaptanMetroStation,51.513424,-0.088948,central,yes,1,"Bank/Monument Complex,London Underground Ltd.,Princes St,London,EC3V 3LA"
940GZZLUCHL,Chancery Lane Underground Station,NaptanMetroStation,51.518251,-0.111578,central,yes,1,"Chancery Lane Station,London Underground Ltd.,High Holborn,London,WC1V 6DR"
940GZZLUCWL,Chigwell Underground Station,NaptanMetroStation,51.617923,0.075051,central,yes,4,"Chigwell Station,London Underground Ltd.,Station Rd,Chigwell,Essex,IG7 6NT"
940GZZLUDBN,Debden Underground Station,NaptanMetroStation,51.645394,0.083793,central,yes,6,"Debden Station,London Underground Ltd.,Chigwell Lane,Loughton,Essex,IG10 3TG"
940GZZLUEAN,East Acton Underground Station,NaptanMetroStation,51.516616,-0.247248,central,yes,2,"East Acton Station,London Underground Ltd.,Erconwald St,London,W12 0BP"
940GZZLUEBY,Ealing Broadway Underground Station,NaptanMetroStation,51.515022,-0.301457,central,yes,3,"Ealing Broadway Station,The Broadway,London,W5 2NU"
940GZZLUEPG,Epping Underground Station,NaptanMetroStation,51.693689,0.11378,central,yes,6,"Epping Station,London Underground Ltd.,Station Rd,Epping,Essex,CM16 4HW"
940GZZLUFLP,Fairlop Underground Station,NaptanMetroStation,51.595625,0.091015,central,yes,4,"Fairlop Station,London Underground Ltd.,Forest Rd,Ilford,Essex,IG6 3HD"
940GZZLUGFD,Greenford Underground Station,NaptanMetroStation,51.54243,-0.346052,central,yes,4,"Greenford Station,London Underground Ltd.,Oldfield Lane,Greenford,Middx,UB6 8PX"
940GZZLUGGH,Grange Hill Underground Station,NaptanMetroStation,51.613385,0.092077,central,yes,4,"Grange Hill Station,London Underground Ltd.,Manor Rd,Chigwell,Essex IG7 5QB"
940GZZLUGTH,Gants Hill Underground Station,NaptanMetroStation,51.57655,0.066195,central,yes,4,"Gants Hill Station,London Underground Ltd.,Cranbrook Rd,Ilford,Essex,IG2 6UD"
940GZZLUHBN,Holborn Underground Station,NaptanMetroStation,51.517585,-0.12047,central,yes,1,"Holborn Station,London Underground Ltd.,Kingsway,London,WC2B 6AA"
940GZZLUHGR,Hanger Lane Underground Station,NaptanMetroStation,51.530182,-0.292704,central,no,3,"Hanger Lane Station,London Underground Ltd.,Hanger Lane,London,W5 1DL"
940GZZLUHLT,Hainault Underground Station,NaptanMetroStation,51.603665,0.093493,central,yes,4,"Hainault Station,London Underground Ltd.,New North Rd,Ilford,Essex,IG6 3BD"
940GZZLUHPK,Holland Park Underground Station,NaptanMetroStation,51.507148,-0.205677,central,yes,2,"Holland Park Station,London Underground Ltd.,Holland Park Avenue,London,W11 3RB"
940GZZLULGN,Loughton Underground Station,NaptanMetroStation,51.641451,0.055486,central,yes,6,"Loughton Station,London Underground Ltd.,Old Station Rd,Roding Rd,Loughton,Essex,IG10 4PD"
940GZZLULGT,Lancaster Gate Underground Station,NaptanMetroStation,51.511727,-0.175491,central,yes,1,"Lancaster Gate Station,London Underground Ltd.,Bayswater Rd,London,W2"
940GZZLULVT,Liverpool Street Underground Station,NaptanMetroStation,51.517377,-0.083176,central,yes,1,"Liverpool Street Underground Station Central,London Underground Ltd.,Liverpool Street,London,EC2M 7PP"
940GZZLULYN,Leyton Underground Station,NaptanMetroStation,51.556595,-0.005515,central,yes,3,"Leyton Underground Station,London Underground Ltd.,High Rd,Leyton,London,E10 5PS"
940GZZLULYS,Leytonstone Underground Station,NaptanMetroStation,51.56833,0.008202,central,yes,3+4,"Leytonstone Station,London Underground Ltd.,Church Lane,London,E11 1HE"
940GZZLUMBA,Marble Arch Underground Station,NaptanMetroStation,51.513429,-0.15895,central,yes,1,"Marble Arch Station,London Underground Ltd.,Oxford St,London,W1C 1CX"
940GZZLUMED,Mile End Underground Station,NaptanMetroStation,51.525127,-0.033633,central,yes,2,"Mile End Station,London Underground Ltd.,Mile End Rd,London,E3 4DH"
940GZZLUNAN,North Acton Underground Station,NaptanMetroStation,51.523529,-0.259754,central,yes,2+3,"North Acton Station,London Underground Ltd.,Victoria Rd,London,W3 6UP"
940GZZLUNBP,Newbury Park Underground Station,NaptanMetroStation,51.575732,0.090015,central,yes,4,"Newbury Park Station,London Underground Ltd.,Eastern Avenue,Ilford,Essex,IG2 7RN"
940GZZLUNHG,Notting Hill Gate Underground Station,NaptanMetroStation,51.509132,-0.196102,central,yes,1+2,"Notting Hill Gate Station,London Underground Ltd.,Notting Hill Gate,London,W11 3HT"
940GZZLUNHT,Northolt Underground Station,NaptanMetroStation,51.548242,-0.368702,central,yes,5,"Northolt Underground Station,London Underground Ltd.,Mandeville Rd,Northolt,Middx,UB5 4AA"
940GZZLUOXC,Oxford Circus Underground Station,NaptanMetroStation,51.515228,-0.141899,central,yes,1,"Oxford Circus Station,London Underground Ltd.,Oxford St,London,W1B 3AG"
940GZZLUPVL,Perivale Underground Station,NaptanMetroStation,51.536723,-0.323447,central,yes,4,"Perivale Station,London Underground Ltd.,Horsenden Lane,Greenford,Middx"
940GZZLUQWY,Queensway Underground Station,NaptanMetroStation,51.510316,-0.187149,central,yes,1,"Queensway Station,London Underground Ltd.,Bayswater Rd,London,W2 4SS"
940GZZLURBG,Redbridge Underground Station,NaptanMetroStation,51.576249,0.045369,central,yes,4,"Redbridge Station,London Underground Ltd.,Eastern Avenue,Ilford,Essex,IG4 5DQ"
940GZZLURSG,Ruislip Gardens Underground Station,NaptanMetroStation,51.560742,-0.410699,central,no,5,"Ruislip Gardens Station,London Underground Ltd.,West End Rd,Ruislip,Middx,HA4 6NF"
940GZZLURVY,Roding Valley Underground Station,NaptanMetroStation,51.617206,0.043657,central,yes,4,"Roding Valley Station,London Underground Ltd.,Station Way,Buckhurst Hill,Essex,IG9 6LN"
940GZZLUSBC,Shepherd's Bush (Central) Underground Station,NaptanMetroStation,51.504381,-0.218812,central,yes,2,"Shepherd's Bush Central,London Underground Ltd.,Uxbridge Road,London,W12 8ND"
940GZZLUSNB,Snaresbrook Underground Station,NaptanMetroStation,51.580684,0.021449,central,yes,4,"Snaresbrook Station,London Underground Ltd.,Station Approach,London,E11 1QE"
940GZZLUSPU,St. Paul's Underground Station,NaptanMetroStation,51.51494,-0.097562,central,yes,1,"St. Paul's,London Underground Ltd.,Cheapside,London,EC1"
940GZZLUSRP,South Ruislip Underground Station,NaptanMetroStation,51.556859,-0.398904,central,yes,5,"South Ruislip Station,London Underground Ltd.,Station Approach,Ruislip,Middx,HA4 6TP"
940GZZLUSTD,Stratford Underground Station,NaptanMetroStation,51.541811,-0.00345,central,yes,2/3,"Stratford Station BR Station St,London,E15 1DE"
940GZZLUSWF,South Woodford Underground Station,NaptanMetroStation,51.591913,0.027347,central,yes,4,"South Woodford Station,London Underground Ltd.,George Lane,London,E18 1JJ"
940GZZLUTCR,Tottenham Court Road Underground Station,NaptanMetroStation,51.516431,-0.130406,central,no,1,"Tottenham Court Road Station,London Underground Ltd.,Oxford St,London,W1"
940GZZLUTHB,Theydon Bois Underground Station,NaptanMetroStation,51.671768,0.103097,central,yes,6,"Theydon Bois Station,London Underground Ltd.,Coppice Row,Theydon Bois,Essex,CM16 7EU"
940GZZLUWCY,White City Underground Station,NaptanMetroStation,51.511964,-0.224295,central,yes,2,"White City Station,London Underground Ltd.,Wood Lane,London,W12 7RH"
940GZZLUWOF,Woodford Underground Station,NaptanMetroStation,51.606906,0.03398,central,yes,4,"Woodford Station,London Underground Ltd.,Snakes Lane,Woodford Green,Essex"
940GZZLUWRP,West Ruislip Underground Station,NaptanMetroStation,51.569686,-0.437875,central,yes,6,"West Ruislip Station,London Underground Ltd.,Ickenham Rd,West Ruislip,Middlesex"
940GZZLUWSD,Wanstead Underground Station,NaptanMetroStation,51.575507,0.028537,central,yes,4,"Wanstead Underground Station,London Underground Ltd.,The Green,London,E11 2NT"
940GZZLUWTA,West Acton Underground Station,NaptanMetroStation,51.518006,-0.28098,central,yes,3,"West Acton Station,London Underground Ltd.,Princes Gardens,London,W3 0LG"
940GZZLUALD,Aldgate Underground Station,NaptanMetroStation,51.514251,-0.075683,circle,yes,1,"Aldgate Station,London Underground Ltd.,Aldgate High St,London,EC3N 1AH"
940GZZLUBBN,Barbican Underground Station,NaptanMetroStation,51.52028,-0.097988,circle,yes,1,"Barbican Station,London Underground Ltd.,Aldersgate St,London,EC1A 4JA"
940GZZLUBKF,Blackfriars Underground Station,NaptanMetroStation,51.511586,-0.103654,circle,yes,1,"Blackfriars Station,London Underground Ltd.,Blackfriars Road,London,EC4R 2BB"
940GZZLUBST,Baker Street Underground Station,NaptanMetroStation,51.522888,-0.157127,circle,yes,1,"Baker Street Station Marylebone Rd,London,NW1"
940GZZLUBWT,Bayswater Underground Station,NaptanMetroStation,51.512289,-0.187935,circle,yes,1,"Bayswater Station,London Underground Ltd.,Queensway,London,W2 4RH"
940GZZLUCST,Cannon Street Underground Station,NaptanMetroStation,51.511515,-0.090426,circle,yes,1,"Cannon Street Underground Station,London Underground Ltd.,Cannon St,London,EC4N 6AP"
940GZZLUEMB,Embankment Underground Station,NaptanMetroStation,51.507062,-0.122662,circle,yes,1,"Embankment Station,London Underground Ltd.,Villiers St,London,WC2N 6NS"
940GZZLUERC,Edgware Road (Circle Line) Underground Station,NaptanMetroStation,51.519863,-0.167829,circle,yes,1,"Edgware Road Circle,London Underground Ltd.,Chapel Street,London,NW1 5DH"
940GZZLUESQ,Euston Square Underground Station,NaptanMetroStation,51.525609,-0.135825,circle,yes,1,"Euston Square Station,London Underground Ltd.,Euston Rd,London,NW1 2BN"
940GZZLUFCN,Farringdon Underground Station,NaptanMetroStation,51.520257,-0.104908,circle,no,1,"Farringdon Station,London Underground Ltd.,Cowcross St,London,EC1M 6BY"
940GZZLUGHK,Goldhawk Road Underground Station,NaptanMetroStation,51.502009,-0.226714,circle,yes,2,"Goldhawk Road Station,London Underground Ltd.,Goldhawk Rd,London,W12 8EG"
940GZZLUGPS,Great Portland Street Underground Station,NaptanMetroStation,51.523845,-0.144258,circle,yes,1,"Great Portland Street Station,London Underground Ltd.,Euston Rd,London,NW1"
940GZZLUGTR,Gloucester Road Underground Station,NaptanMetroStation,51.494321,-0.182655,circle,yes,1,"Gloucester Road Station,London Underground Ltd.,Gloucester Rd,London,SW7 4SF"
940GZZLUHSC,Hammersmith (H&C Line) Underground Station,NaptanMetroStation,51.493847,-0.225129,circle,no,2,"Hammersmith (H & C),London Underground Ltd.,Beadon Road,London,W6 7AA"
940GZZLUHSK,High Street Kensington Underground Station,NaptanMetroStation,51.50106,-0.19279,circle,yes,1,"High Street Kensington Station,London Underground Ltd.,Kensington High St,London,W8 5SA"
940GZZLUKSX,King's Cross St. Pancras Underground Station,NaptanMetroStation,51.530668,-0.12319,circle,yes,1,"King's Cross St. Pancras,London Underground Ltd.,Euston Road,London,N1 9AL"
940GZZLULAD,Ladbroke Grove Underground Station,NaptanMetroStation,51.517454,-0.210389,circle,yes,2,"Ladbroke Grove Station,London Underground Ltd.,Ladbroke Grove,London,W10 6HJ"
940GZZLULRD,Latimer Road Underground Station,NaptanMetroStation,51.513394,-0.217797,circle,yes,2,"Latimer Road Station,London Underground Ltd.,Bramley Rd,London,W10 6SZ"
940GZZLULVT,Liverpool Street Underground Station,NaptanMetroStation,51.517377,-0.083176,circle,yes,1,"Liverpool Street Underground Station Central,London Underground Ltd.,Liverpool Street,London,EC2M 7PP"
940GZZLUMGT,Moorgate Underground Station,NaptanMetroStation,51.51818,-0.088317,circle,no,1,"Moorgate Station,London Underground Ltd.,Moorfields,London,EC2Y 9AE"
940GZZLUMMT,Monument Underground Station,NaptanMetroStation,51.510705,-0.085964,circle,yes,1,"Monument Station,London Underground Ltd.,King William St,London,EC4R 9AA"
940GZZLUMSH,Mansion House Underground Station,NaptanMetroStation,51.512122,-0.094004,circle,yes,1,"Mansion House Station,London Underground Ltd.,38 Cannon St,London,EC4N 6JD"
940GZZLUNHG,Notting Hill Gate Underground Station,NaptanMetroStation,51.509132,-0.196102,circle,yes,1+2,"Notting Hill Gate Station,London Underground Ltd.,Notting Hill Gate,London,W11 3HT"
940GZZLUPAC,Paddington Underground Station,NaptanMetroStation,51.516586,-0.175686,circle,yes,1,"Paddington Underground Stations,London Underground Ltd.,Praed St,London,W2"
940GZZLUPAH,Paddington (H&C Line)-Underground,NaptanMetroStation,51.518192,-0.178303,circle,yes,1,"Royal Oak Station,London Underground Ltd.,Lord Hills Bridge,London,W2 6ET"
940GZZLURYO,Royal Oak Underground Station,NaptanMetroStation,51.519118,-0.188745,circle,yes,2,"Shepherd's Bush Market,London Underground Ltd.,Uxbridge Road,London,W12 7JD"
940GZZLUSBM,Shepherd's Bush Market Underground Station,NaptanMetroStation,51.505583,-0.226373,circle,yes,2,"St. James's Park,London Underground Ltd.,Petty France,London,SW1H 0BD"
940GZZLUSJP,St. James's Park Underground Station,NaptanMetroStation,51.499548,-0.133604,circle,yes,1,"South Kensington Station,London Underground Ltd.,Pelham St,London,SW7 2NB"
940GZZLUSKS,South Kensington Underground Station,NaptanMetroStation,51.494098,-0.174135,circle,yes,1,"Sloane Square Station,London Underground Ltd.,Sloane Square,London,SW1W 8BB"
940GZZLUSSQ,Sloane Square Underground Station,NaptanMetroStation,51.492274,-0.156374,circle,yes,1,"Temple Station,London Underground Ltd.,Victoria Embankment,London,WC2R 2PH"
940GZZLUTMP,Temple Underground Station,NaptanMetroStation,51.51101,-0.114256,circle,yes,1,"Tower Hill Station,London Underground Ltd.,Trinity Square,London,EC3N 4DJ"
940GZZLUTWH,Tower Hill Underground Station,NaptanMetroStation,51.509975,-0.07654,circle,yes,1,"Victoria Underground Station,London Underground Ltd.,Victoria St,London,SW1E 5ND"
940GZZLUVIC,Victoria Underground Station,NaptanMetroStation,51.496363,-0.143098,circle,yes,1,"Wood Lane Station,London Underground Ltd.,Wood Lane,London,"
940GZZLUWLA,Wood Lane Underground Station,NaptanMetroStation,51.509674,-0.224528,circle,yes,2,"Westminster Station,London Underground Ltd.,Bridge St,London,SW1A 2JR"
940GZZLUWSM,Westminster Underground Station,NaptanMetroStation,51.501324,-0.124857,circle,yes,1,"Westbourne Park Station,London Underground Ltd.,Western Rd,London,W11 1AB"
940GZZLUWSP,Westbourne Park Underground Station,NaptanMetroStation,51.521115,-0.201063,circle,,2,
940GZZLUACT,Acton Town Underground Station,NaptanMetroStation,51.503062,-0.280462,district,yes,3,"Acton Town Station,London Underground Ltd.,Gunnersbury Lane,London,W3 8HN"
940GZZLUADE,Aldgate East Underground Station,NaptanMetroStation,51.515042,-0.072378,district,yes,1,"Aldgate East Station,London Underground Ltd.,Whitechapel High St,London,E1 7PT"
940GZZLUBBB,Bromley-by-Bow Underground Station,NaptanMetroStation,51.524844,-0.011531,district,yes,2+3,"Bromley-By-Bow,London Underground Ltd.,Blackwell Tunnel Northern Approach,London,E3 3JJ"
940GZZLUBEC,Becontree Underground Station,NaptanMetroStation,51.540336,0.127028,district,yes,5,"Becontree Station,London Underground Ltd.,Gale St,Dagenham,Essex,RM9 4TP"
940GZZLUBKF,Blackfriars Underground Station,NaptanMetroStation,51.511586,-0.103654,district,yes,1,"Blackfriars Station,London Underground Ltd.,Blackfriars Road,London,EC4R 2BB"
940GZZLUBKG,Barking Underground Station,NaptanMetroStation,51.539326,0.081064,district,yes,4,"Barking Station BR Station Parade,Longbridge Rd,Barking,Essex,IG11 8TU"
940GZZLUBSC,Barons Court Underground Station,NaptanMetroStation,51.490315,-0.213425,district,yes,2,"Barons Court Station,London Underground Ltd.,Pallister Rd,London,W14"
940GZZLUBWR,Bow Road Underground Station,NaptanMetroStation,51.526944,-0.025121,district,no,2,"Bow Road Station,London Underground Ltd.,Bow Road,London,E3 4DH"
940GZZLUBWT,Bayswater Underground Station,NaptanMetroStation,51.512289,-0.187935,district,yes,1,"Bayswater Station,London Underground Ltd.,Queensway,London,W2 4RH"
940GZZLUCST,Cannon Street Underground Station,NaptanMetroStation,51.511515,-0.090426,district,yes,1,"Cannon Street Underground Station,London Underground Ltd.,Cannon St,London,EC4N 6AP"
940GZZLUCWP,Chiswick Park Underground Station,NaptanMetroStation,51.494632,-0.267972,district,yes,3,"Chiswick Park Station,London Underground Ltd.,Bollo Lane,London,W4 5NE"
940GZZLUDGE,Dagenham East Underground Station,NaptanMetroStation,51.544101,0.166029,district,yes,5,"Dagenham East Station,London Underground Ltd.,North Rainham Rd,Dagenham,Essex,RM10 8AA"
940GZZLUDGY,Dagenham Heathway Underground Station,NaptanMetroStation,51.541644,0.147539,district,yes,5,"Dagenham Heathway Station,London Underground Ltd.,Heathway,Dagenham,Essex,RM9 5AN"
940GZZLUEBY,Ealing Broadway Underground Station,NaptanMetroStation,51.515022,-0.301457,district,yes,3,"Ealing Broadway Station,The Broadway,London,W5 2NU"
940GZZLUECM,Ealing Common Underground Station,NaptanMetroStation,51.510145,-0.288265,district,yes,3,"Ealing Common Station,London Underground Ltd.,Uxbridge Rd,London,W5 3LD"
940GZZLUECT,Earl's Court Underground Station,NaptanMetroStation,51.492067,-0.193376,district,yes,1+2,"Earl's Court Station,London Underground Ltd.,Earl's Court Rd,London,SW5 9QA"
940GZZLUEHM,East Ham Underground Station,NaptanMetroStation,51.538953,0.051195,district,yes,3+4,"East Ham Station,London Underground Ltd.,High Street North,London,E6 2JA"
940GZZLUEMB,Embankment Underground Station,NaptanMetroStation,51.507062,-0.122662,district,yes,1,"Embankment Station,London Underground Ltd.,Villiers St,London,WC2N 6NS"
940GZZLUEPK,Elm Park Underground Station,NaptanMetroStation,51.54978,0.198654,district,yes,6,"Elm Park Station,London Underground Ltd.,The Broadway,Hornchurch,Essex,RM12 4RW"
940GZZLUEPY,East Putney Underground Station,NaptanMetroStation,51.459208,-0.210998,district,yes,2+3,"East Putney Station,Upper Richmond Rd,London,SW15"
940GZZLUERC,Edgware Road (Circle Line) Underground Station,NaptanMetroStation,51.519863,-0.167829,district,yes,1,"Edgware Road Circle,London Underground Ltd.,Chapel Street,London,NW1 5DH"
940GZZLUFBY,Fulham Broadway Underground Station,NaptanMetroStation,51.480084,-0.195419,district,yes,2,"Fulham Broadway Station,London Underground Ltd.,Fulham Broadway,London,SW6 1BY"
940GZZLUGBY,Gunnersbury Underground Station,NaptanMetroStation,51.491808,-0.275267,district,no,3,"Gunnersbury,London Overground Ltd,Chiswick High Road,LONDON,W4 4AN"
940GZZLUGTR,Gloucester Road Underground Station,NaptanMetroStation,51.494321,-0.182655,district,yes,1,"Gloucester Road Station,London Underground Ltd.,Gloucester Rd,London,SW7 4SF"
940GZZLUHCH,Hornchurch Underground Station,NaptanMetroStation,51.554098,0.219131,district,yes,6,"Hornchurch Station,London Underground Ltd.,Station Lane,Hornchurch,Essex,RM12 6LS"
940GZZLUHSD,Hammersmith (Dist&Picc Line) Underground Station,NaptanMetroStation,51.492304,-0.223619,district,yes,2,"Hammersmith (D & P),London Underground Ltd.,Hammersmith Broadway,London,W6 8AB"
940GZZLUHSK,High Street Kensington Underground Station,NaptanMetroStation,51.50106,-0.19279,district,yes,1,"High Street Kensington Station,London Underground Ltd.,Kensington High St,London,W8 5SA"
940GZZLUKOY,Kensington (Olympia) Underground Station,NaptanMetroStation,51.497628,-0.210013,district,yes,2,"Kensington Olympia,Kensington Olympia Station,Olympia Way,LONDON,W14 0NE"
940GZZLUKWG,Kew Gardens Underground Station,NaptanMetroStation,51.477062,-0.285242,district,yes,3+4,"Kew Gardens Station,London Overground Ltd.,Station Approach,RICHMOND,TW9 3BZ"
940GZZLUMED,Mile End Underground Station,NaptanMetroStation,51.525127,-0.033633,district,yes,2,"Mile End Station,London Underground Ltd.,Mile End Rd,London,E3 4DH"
940GZZLUMMT,Monument Underground Station,NaptanMetroStation,51.510705,-0.085964,district,yes,1,"Monument Station,London Underground Ltd.,King William St,London,EC4R 9AA"
940GZZLUMSH,Mansion House Underground Station,NaptanMetroStation,51.512122,-0.094004,district,yes,1,"Mansion House Station,London Underground Ltd.,38 Cannon St,London,EC4N 6JD"
940GZZLUNHG,Notting Hill Gate Underground Station,NaptanMetroStation,51.509132,-0.196102,district,yes,1+2,"Notting Hill Gate Station,London Underground Ltd.,Notting Hill Gate,London,W11 3HT"
940GZZLUPAC,Paddington Underground Station,NaptanMetroStation,51.516586,-0.175686,district,yes,1,"Paddington Underground Stations,London Underground Ltd.,Praed St,London,W2"
940GZZLUPLW,Plaistow Underground Station,NaptanMetroStation,51.531345,0.01746,district,yes,3,"Plaistow Station,London Underground Ltd.,Plaistow Rd,London,E15"
940GZZLUPSG,Parsons Green Underground Station,NaptanMetroStation,51.475281,-0.201168,district,yes,2,"Parsons Green Station,London Underground Ltd.,Parsons Green Lane,London,SW6 4HS"
940GZZLUPYB,Putney Bridge Underground Station,NaptanMetroStation,51.468265,-0.208729,district,no,2,"Putney Bridge Station,London Underground Ltd.,Station Approach,London,SW6 3UH"
940GZZLURMD,Richmond Underground Station,NaptanMetroStation,51.463241,-0.301337,district,yes,4,"Richmond,London Underground Ltd.,The Quadrant,Richmond,TW9 1DN"
940GZZLURVP,Ravenscourt Park Underground Station,NaptanMetroStation,51.494126,-0.23588,district,yes,2,"Ravenscourt Park Station,London Underground Ltd.,Ravenscourt Rd,London,W6 0UG"
940GZZLUSFB,Stamford Brook Underground Station,NaptanMetroStation,51.494921,-0.245703,district,yes,2,"Stamford Brook Station,London Underground Ltd.,Goldhawk Rd,London,W6"
940GZZLUSFS,Southfields Underground Station,NaptanMetroStation,51.445076,-0.2066,district,yes,3,"Southfields Station,Wimbledon Park Rd,London,SW18"
940GZZLUSGN,Stepney Green Underground Station,NaptanMetroStation,51.521863,-0.046589,district,yes,2,"Stepney Green Station,London Underground Ltd.,Mile End Rd,London,E1 4AQ"
940GZZLUSJP,St. James's Park Underground Station,NaptanMetroStation,51.499548,-0.133604,district,yes,1,"St. James's Park,London Underground Ltd.,Petty France,London,SW1H 0BD"
940GZZLUSKS,South Kensington Underground Station,NaptanMetroStation,51.494098,-0.174135,district,yes,1,"South Kensington Station,London Underground Ltd.,Pelham St,London,SW7 2NB"
940GZZLUSSQ,Sloane Square Underground Station,NaptanMetroStation,51.492274,-0.156374,district,yes,1,"Sloane Square Station,London Underground Ltd.,Sloane Square,London,SW1W 8BB"
